Salary,Years of Experience,Education Level,Age
99593,22.0,Master Degree or Equivalent,39.5
14411,4.0,Bachelor Degree or Equivalent,29.5
66342,6.0,Master Degree or Equivalent,29.5
63183,4.0,Master Degree or Equivalent,21.0
69608,20.0,Professional Degree,49.5
230,13.0,,29.5
124138,28.0,Master Degree or Equivalent,59.5
69106,12.0,Bachelor Degree or Equivalent,39.5
25995,5.0,Bachelor Degree or Equivalent,29.5
27640,5.0,Bachelor Degree or Equivalent,29.5
3538,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
16479,1.0,Bachelor Degree or Equivalent,21.0
4069,11.0,Bachelor Degree or Equivalent,29.5
110412,7.0,Bachelor Degree or Equivalent,29.5
91026,6.0,Secondary Education,29.5
103110.08171765343,48.0,Bachelor Degree or Equivalent,70.0
80317,35.0,Professional Degree,59.5
185000,7.0,Master Degree or Equivalent,29.5
1636,4.0,Master Degree or Equivalent,29.5
9600,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
2249,6.0,Bachelor Degree or Equivalent,21.0
68537,6.0,Bachelor Degree or Equivalent,29.5
81000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
58898,3.0,Bachelor Degree or Equivalent,21.0
6450,16.0,Bachelor Degree or Equivalent,39.5
7496,6.0,Secondary Education,21.0
268995,12.0,Master Degree or Equivalent,39.5
126000,19.0,Secondary Education,39.5
103110.08171765343,30.0,Secondary Education,39.5
50000,21.0,Master Degree or Equivalent,39.5
150104,9.0,Professional Degree,39.5
45000,10.0,Master Degree or Equivalent,29.5
66916,15.0,Master Degree or Equivalent,39.5
101438,12.0,Bachelor Degree or Equivalent,29.5
124138,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
41871,5.0,Master Degree or Equivalent,29.5
120000,16.0,Professional Degree,49.5
165000,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
50043,8.0,Master Degree or Equivalent,29.5
26780,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
50760,4.0,Bachelor Degree or Equivalent,29.5
260000,12.0,Bachelor Degree or Equivalent,29.5
52005,4.0,Bachelor Degree or Equivalent,29.5
39919,15.0,Master Degree or Equivalent,39.5
160634,11.0,Bachelor Degree or Equivalent,39.5
25588,10.0,Master Degree or Equivalent,49.5
21418,2.0,Secondary Education,21.0
96828,4.0,Bachelor Degree or Equivalent,29.5
92000,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
66104,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
43067,19.0,Master Degree or Equivalent,39.5
40966,2.0,Professional Degree,29.5
125,5.0,Bachelor Degree or Equivalent,39.5
91877,16.0,Associate Degree or Short-cycle Tertiary Education,39.5
40575,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,10.0,,70.0
69608,30.0,Master Degree or Equivalent,59.5
44689,9.0,Associate Degree or Short-cycle Tertiary Education,39.5
185879,17.0,Bachelor Degree or Equivalent,39.5
26772,0.0,Bachelor Degree or Equivalent,21.0
434484,34.0,Associate Degree or Short-cycle Tertiary Education,49.5
78851,20.0,Master Degree or Equivalent,39.5
29702,5.0,Master Degree or Equivalent,29.5
41122,1.0,Bachelor Degree or Equivalent,21.0
59970,22.0,Master Degree or Equivalent,39.5
92545,4.0,Bachelor Degree or Equivalent,29.5
36351,8.0,Bachelor Degree or Equivalent,39.5
54616,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
10550,1.0,Master Degree or Equivalent,29.5
14607,1.0,Professional Degree,29.5
18175,11.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,0.0,Associate Degree or Short-cycle Tertiary Education,18.0
99593,23.0,Master Degree or Equivalent,49.5
7164,5.0,Secondary Education,29.5
98522,25.0,Master Degree or Equivalent,49.5
3589,8.0,Secondary Education,29.5
26772,18.0,Bachelor Degree or Equivalent,49.5
17091,3.0,Master Degree or Equivalent,29.5
65000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
35382,0.0,Bachelor Degree or Equivalent,29.5
75358,15.0,Bachelor Degree or Equivalent,49.5
27869,8.0,Bachelor Degree or Equivalent,29.5
74635,7.0,Professional Degree,29.5
54616,7.0,Bachelor Degree or Equivalent,29.5
12723,3.0,Bachelor Degree or Equivalent,29.5
176800,18.0,Master Degree or Equivalent,49.5
63199,5.0,Bachelor Degree or Equivalent,29.5
153000,24.0,Bachelor Degree or Equivalent,59.5
72468,3.0,Bachelor Degree or Equivalent,21.0
44978,16.0,Master Degree or Equivalent,49.5
31324,4.0,Bachelor Degree or Equivalent,29.5
35013,9.0,Bachelor Degree or Equivalent,29.5
96000,15.0,Bachelor Degree or Equivalent,49.5
150000,33.0,Master Degree or Equivalent,59.5
150000,20.0,Bachelor Degree or Equivalent,49.5
34693,5.0,Master Degree or Equivalent,29.5
420000,19.0,Associate Degree or Short-cycle Tertiary Education,29.5
15752,6.0,Master Degree or Equivalent,29.5
198389,22.0,Master Degree or Equivalent,39.5
51507,5.0,Bachelor Degree or Equivalent,29.5
360000,13.0,Master Degree or Equivalent,39.5
103110.08171765343,0.0,,29.5
99156,8.0,Bachelor Degree or Equivalent,29.5
53545,20.0,Bachelor Degree or Equivalent,59.5
85035,11.0,Bachelor Degree or Equivalent,39.5
148966,23.0,Associate Degree or Short-cycle Tertiary Education,49.5
46798,14.0,Bachelor Degree or Equivalent,39.5
29690,10.0,Bachelor Degree or Equivalent,39.5
80317,0.0,Professional Degree,29.5
37325,7.0,Master Degree or Equivalent,29.5
152,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
117798,20.0,Bachelor Degree or Equivalent,39.5
66358,12.0,Master Degree or Equivalent,39.5
99311,20.0,Professional Degree,49.5
48190,17.0,Secondary Education,39.5
113734,26.0,Professional Degree,49.5
65028,3.0,Master Degree or Equivalent,29.5
54777,24.0,Primary Education,39.5
25166,6.0,Associate Degree or Short-cycle Tertiary Education,21.0
45460,3.0,,29.5
74963,16.0,Master Degree or Equivalent,59.5
48110,9.0,Bachelor Degree or Equivalent,39.5
89222,40.0,Associate Degree or Short-cycle Tertiary Education,59.5
34759,2.0,Bachelor Degree or Equivalent,21.0
130345,15.0,Associate Degree or Short-cycle Tertiary Education,29.5
78175,8.0,Master Degree or Equivalent,39.5
88288,17.0,Secondary Education,39.5
74483,2.0,Bachelor Degree or Equivalent,21.0
14607,5.0,Bachelor Degree or Equivalent,21.0
35340,2.0,Bachelor Degree or Equivalent,29.5
79369,5.0,Master Degree or Equivalent,39.5
43010,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
57086,5.0,Master Degree or Equivalent,29.5
57828,4.0,Master Degree or Equivalent,39.5
87813,2.0,Bachelor Degree or Equivalent,29.5
91026,11.0,Master Degree or Equivalent,39.5
68276,3.0,Professional Degree,29.5
46071,5.0,Bachelor Degree or Equivalent,29.5
4201,3.0,Secondary Education,18.0
62167,18.0,Bachelor Degree or Equivalent,39.5
62,10.0,Master Degree or Equivalent,29.5
47119,17.0,Master Degree or Equivalent,39.5
108736,11.0,Master Degree or Equivalent,29.5
50897,8.0,Professional Degree,39.5
76966,8.0,Bachelor Degree or Equivalent,39.5
113000,2.0,Master Degree or Equivalent,29.5
136552,8.0,Professional Degree,29.5
140000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
22974,2.0,Master Degree or Equivalent,29.5
43219,17.0,Master Degree or Equivalent,59.5
49655,6.0,Bachelor Degree or Equivalent,39.5
9449,5.0,Bachelor Degree or Equivalent,29.5
110216,20.0,Secondary Education,39.5
54616,17.0,Associate Degree or Short-cycle Tertiary Education,49.5
23783,26.0,Master Degree or Equivalent,49.5
69608,3.0,Secondary Education,29.5
69608,18.0,Master Degree or Equivalent,39.5
62208,15.0,Master Degree or Equivalent,39.5
34000,5.0,Bachelor Degree or Equivalent,39.5
450000,3.0,Bachelor Degree or Equivalent,21.0
51681,10.0,Bachelor Degree or Equivalent,29.5
49261,6.0,Bachelor Degree or Equivalent,29.5
48190,5.0,Associate Degree or Short-cycle Tertiary Education,39.5
93104,32.0,Associate Degree or Short-cycle Tertiary Education,59.5
14201,3.0,Bachelor Degree or Equivalent,21.0
93168,16.0,Bachelor Degree or Equivalent,39.5
12684,2.0,Associate Degree or Short-cycle Tertiary Education,39.5
33198,10.0,Bachelor Degree or Equivalent,39.5
95282,19.0,Bachelor Degree or Equivalent,39.5
42207,8.0,Secondary Education,29.5
152420,10.0,Bachelor Degree or Equivalent,39.5
170000,9.0,Bachelor Degree or Equivalent,49.5
105517,19.0,Bachelor Degree or Equivalent,39.5
132000,18.0,Master Degree or Equivalent,49.5
181857,2.0,Master Degree or Equivalent,21.0
33198,2.0,,21.0
44228,12.0,Associate Degree or Short-cycle Tertiary Education,49.5
69787,7.0,Secondary Education,29.5
155394,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
8821,9.0,Master Degree or Equivalent,29.5
98522,2.0,Master Degree or Equivalent,29.5
2617,1.0,Bachelor Degree or Equivalent,21.0
89420,8.0,Master Degree or Equivalent,29.5
24751,10.0,Primary Education,29.5
52103,8.0,Bachelor Degree or Equivalent,29.5
8724,5.0,Master Degree or Equivalent,29.5
32054,9.0,Bachelor Degree or Equivalent,29.5
150000,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
145000,3.0,Bachelor Degree or Equivalent,29.5
165000,12.0,Bachelor Degree or Equivalent,59.5
3748,6.0,Bachelor Degree or Equivalent,29.5
192761,11.0,Bachelor Degree or Equivalent,29.5
38282,4.0,Master Degree or Equivalent,29.5
124138,5.0,Bachelor Degree or Equivalent,49.5
72821,4.0,Master Degree or Equivalent,29.5
125000,30.0,Master Degree or Equivalent,59.5
63199,12.0,Bachelor Degree or Equivalent,39.5
165104,9.0,Master Degree or Equivalent,29.5
43067,8.0,Bachelor Degree or Equivalent,29.5
88173,3.0,Bachelor Degree or Equivalent,29.5
63000,9.0,Bachelor Degree or Equivalent,29.5
97400,21.0,Associate Degree or Short-cycle Tertiary Education,39.5
85504,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
120000,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
73000,4.0,Bachelor Degree or Equivalent,29.5
54368,3.0,Master Degree or Equivalent,29.5
74483,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
103000,8.0,Associate Degree or Short-cycle Tertiary Education,39.5
74351432,0.0,Professional Degree,21.0
98000,23.0,Bachelor Degree or Equivalent,49.5
91026,15.0,Master Degree or Equivalent,29.5
68240,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
44965,0.0,Master Degree or Equivalent,29.5
18000,9.0,Bachelor Degree or Equivalent,29.5
43572,29.0,Associate Degree or Short-cycle Tertiary Education,49.5
40575,5.0,Secondary Education,21.0
35340,4.0,Bachelor Degree or Equivalent,21.0
29971,4.0,Bachelor Degree or Equivalent,29.5
173793,33.0,Professional Degree,59.5
168000,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
85672,37.0,Bachelor Degree or Equivalent,59.5
89222,33.0,Bachelor Degree or Equivalent,59.5
141848,25.0,Associate Degree or Short-cycle Tertiary Education,49.5
82662,5.0,Bachelor Degree or Equivalent,29.5
4058,17.0,Master Degree or Equivalent,39.5
64254,27.0,Professional Degree,49.5
62969,0.0,Professional Degree,29.5
240000,28.0,Bachelor Degree or Equivalent,59.5
37481,15.0,Bachelor Degree or Equivalent,49.5
92342,25.0,Bachelor Degree or Equivalent,49.5
794,2.0,Secondary Education,21.0
160000,16.0,Professional Degree,49.5
36395,4.0,Master Degree or Equivalent,29.5
60000,0.0,Bachelor Degree or Equivalent,21.0
19070,7.0,Bachelor Degree or Equivalent,39.5
91026,32.0,Associate Degree or Short-cycle Tertiary Education,49.5
61576,2.0,Master Degree or Equivalent,29.5
85672,6.0,Professional Degree,39.5
25893,3.0,Master Degree or Equivalent,21.0
79246,8.0,Master Degree or Equivalent,29.5
101735,8.0,Bachelor Degree or Equivalent,39.5
85000,5.0,Bachelor Degree or Equivalent,39.5
28914,0.0,Master Degree or Equivalent,21.0
37329,11.0,Bachelor Degree or Equivalent,29.5
1790,8.0,Bachelor Degree or Equivalent,29.5
120000,15.0,Bachelor Degree or Equivalent,49.5
46584,4.0,Bachelor Degree or Equivalent,29.5
139000,4.0,Bachelor Degree or Equivalent,29.5
60000,31.0,Master Degree or Equivalent,59.5
117000,3.0,Secondary Education,21.0
64552,4.0,Bachelor Degree or Equivalent,29.5
46684,3.0,Master Degree or Equivalent,29.5
149925,32.0,Associate Degree or Short-cycle Tertiary Education,49.5
28338,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
64789,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
173793,12.0,Professional Degree,39.5
185000,5.0,Bachelor Degree or Equivalent,29.5
13402,1.0,Bachelor Degree or Equivalent,29.5
124138,22.0,Primary Education,39.5
69517,2.0,Professional Degree,49.5
1098,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
46800,11.237177936373532,Bachelor Degree or Equivalent,21.0
115448,36.0,Bachelor Degree or Equivalent,59.5
201250,8.0,Bachelor Degree or Equivalent,29.5
159856,13.0,Professional Degree,39.5
58966,10.0,Master Degree or Equivalent,39.5
125000,8.0,Master Degree or Equivalent,29.5
63757,4.0,Bachelor Degree or Equivalent,29.5
9738,0.0,Master Degree or Equivalent,29.5
64254,8.0,Primary Education,29.5
113758,13.0,Master Degree or Equivalent,29.5
66396,8.0,Master Degree or Equivalent,39.5
19276,4.0,Bachelor Degree or Equivalent,39.5
1410,9.0,Professional Degree,39.5
132208,18.0,Bachelor Degree or Equivalent,39.5
156000,8.0,Bachelor Degree or Equivalent,39.5
77539,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
55151,4.0,Professional Degree,29.5
1437,8.0,Master Degree or Equivalent,39.5
141000,5.0,Professional Degree,29.5
2908,5.0,Bachelor Degree or Equivalent,21.0
37176,15.0,Master Degree or Equivalent,39.5
190000,12.0,Bachelor Degree or Equivalent,29.5
34883,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
40859,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
40082,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
2142,2.0,Master Degree or Equivalent,29.5
55901,7.0,Bachelor Degree or Equivalent,29.5
141268,5.0,Bachelor Degree or Equivalent,29.5
44978,2.0,Master Degree or Equivalent,21.0
115390,16.0,Master Degree or Equivalent,39.5
43794,24.0,Bachelor Degree or Equivalent,39.5
86743,27.0,Master Degree or Equivalent,49.5
67200,4.0,Bachelor Degree or Equivalent,29.5
167000,7.0,Bachelor Degree or Equivalent,39.5
165000,5.0,Master Degree or Equivalent,29.5
150000,28.0,Associate Degree or Short-cycle Tertiary Education,59.5
119173,4.0,Bachelor Degree or Equivalent,29.5
106019,18.0,Bachelor Degree or Equivalent,39.5
43448,0.0,Bachelor Degree or Equivalent,29.5
50332,18.0,Master Degree or Equivalent,39.5
133833,28.0,Bachelor Degree or Equivalent,49.5
6218,2.0,Bachelor Degree or Equivalent,21.0
35340,2.0,Bachelor Degree or Equivalent,39.5
74963,11.237177936373532,Bachelor Degree or Equivalent,29.5
193314,5.0,Bachelor Degree or Equivalent,29.5
170000,25.0,Master Degree or Equivalent,49.5
270000,16.0,Bachelor Degree or Equivalent,39.5
46406,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
63960,22.0,Associate Degree or Short-cycle Tertiary Education,39.5
13922,10.0,Master Degree or Equivalent,39.5
110310,18.0,Associate Degree or Short-cycle Tertiary Education,49.5
143281,23.0,Master Degree or Equivalent,49.5
72490,8.0,Bachelor Degree or Equivalent,29.5
58394,5.0,Master Degree or Equivalent,29.5
35776,2.0,Primary Education,39.5
130115,34.0,Master Degree or Equivalent,59.5
74351,15.0,Master Degree or Equivalent,39.5
36395,7.0,Master Degree or Equivalent,29.5
8613,3.0,Master Degree or Equivalent,29.5
176000,18.0,Bachelor Degree or Equivalent,39.5
96000,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
106912,7.0,Bachelor Degree or Equivalent,39.5
63008,11.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,37.0,Bachelor Degree or Equivalent,49.5
178443,16.0,Bachelor Degree or Equivalent,39.5
42836,2.0,Professional Degree,21.0
163,2.0,Bachelor Degree or Equivalent,29.5
118962,18.0,Bachelor Degree or Equivalent,39.5
94490,7.0,Master Degree or Equivalent,29.5
371,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
48414,0.0,Master Degree or Equivalent,29.5
48000,0.0,Professional Degree,29.5
71637,12.0,Master Degree or Equivalent,29.5
41197,10.0,Master Degree or Equivalent,29.5
27308,2.0,Bachelor Degree or Equivalent,29.5
5200,10.0,Bachelor Degree or Equivalent,29.5
130000,34.0,Bachelor Degree or Equivalent,59.5
122948,22.0,Bachelor Degree or Equivalent,39.5
24751,11.237177936373532,Associate Degree or Short-cycle Tertiary Education,39.5
65000,11.0,Bachelor Degree or Equivalent,39.5
46049,21.0,Master Degree or Equivalent,39.5
152000,21.0,Bachelor Degree or Equivalent,49.5
160634,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
149000,31.0,Master Degree or Equivalent,59.5
72093,16.0,Master Degree or Equivalent,39.5
85672,25.0,Professional Degree,49.5
119173,15.0,Master Degree or Equivalent,39.5
5991,4.0,Bachelor Degree or Equivalent,21.0
91450,6.0,Bachelor Degree or Equivalent,29.5
16735,4.0,Bachelor Degree or Equivalent,21.0
59815,17.0,Bachelor Degree or Equivalent,39.5
72490,4.0,Bachelor Degree or Equivalent,39.5
2181,11.237177936373532,Bachelor Degree or Equivalent,29.5
13643,7.0,Bachelor Degree or Equivalent,29.5
71007,16.0,Bachelor Degree or Equivalent,29.5
21418,19.0,Associate Degree or Short-cycle Tertiary Education,49.5
67579,9.0,Bachelor Degree or Equivalent,29.5
202000,25.0,Master Degree or Equivalent,49.5
23560,6.0,Master Degree or Equivalent,29.5
111000,15.0,Bachelor Degree or Equivalent,39.5
118000,2.0,Bachelor Degree or Equivalent,21.0
85672,38.0,Master Degree or Equivalent,59.5
46552,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
40400,7.0,Bachelor Degree or Equivalent,29.5
400000,10.0,Bachelor Degree or Equivalent,39.5
21103,0.0,Master Degree or Equivalent,21.0
128294,6.0,Bachelor Degree or Equivalent,29.5
62112,23.0,Associate Degree or Short-cycle Tertiary Education,39.5
124138,12.0,Master Degree or Equivalent,29.5
80000,2.0,Master Degree or Equivalent,21.0
89250,3.0,Bachelor Degree or Equivalent,21.0
2500,39.0,Associate Degree or Short-cycle Tertiary Education,49.5
178500,9.0,Bachelor Degree or Equivalent,29.5
56867,20.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,8.0,Master Degree or Equivalent,59.5
111724,2.0,Bachelor Degree or Equivalent,49.5
165500,6.0,Bachelor Degree or Equivalent,29.5
160000,1.0,Secondary Education,21.0
55764,7.0,Primary Education,39.5
54616,13.0,Master Degree or Equivalent,39.5
90212,18.0,Master Degree or Equivalent,39.5
465000,7.0,Bachelor Degree or Equivalent,29.5
50245,9.0,Master Degree or Equivalent,39.5
66515,12.0,Bachelor Degree or Equivalent,39.5
70634,8.0,Master Degree or Equivalent,29.5
140000,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
41122,0.0,Bachelor Degree or Equivalent,21.0
117500,26.0,Secondary Education,49.5
246500,5.0,Bachelor Degree or Equivalent,29.5
106759,27.0,Associate Degree or Short-cycle Tertiary Education,49.5
160000,19.0,Associate Degree or Short-cycle Tertiary Education,39.5
404000,5.0,Bachelor Degree or Equivalent,29.5
158000,3.0,Secondary Education,29.5
210000,10.0,Bachelor Degree or Equivalent,49.5
2846,2.0,Secondary Education,21.0
176000,7.0,Professional Degree,29.5
142013,13.0,Bachelor Degree or Equivalent,39.5
24300,10.0,Bachelor Degree or Equivalent,39.5
41582,7.0,Master Degree or Equivalent,29.5
89222,14.0,Bachelor Degree or Equivalent,39.5
185000,27.0,Master Degree or Equivalent,49.5
73501,14.0,Master Degree or Equivalent,39.5
111724,8.0,Master Degree or Equivalent,39.5
51403,29.0,Professional Degree,59.5
119940,14.0,Master Degree or Equivalent,39.5
190000,26.0,Associate Degree or Short-cycle Tertiary Education,39.5
15000,8.0,Master Degree or Equivalent,39.5
135000,10.0,Bachelor Degree or Equivalent,49.5
21871,5.0,Associate Degree or Short-cycle Tertiary Education,49.5
104092,10.0,Bachelor Degree or Equivalent,39.5
78320,27.0,Bachelor Degree or Equivalent,49.5
20962,5.0,Bachelor Degree or Equivalent,29.5
78000,2.0,Bachelor Degree or Equivalent,29.5
79200,10.0,Master Degree or Equivalent,29.5
49920,2.0,Primary Education,21.0
125000,10.0,Bachelor Degree or Equivalent,49.5
17244,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
107090,13.0,Professional Degree,39.5
60687,28.0,Secondary Education,49.5
7552,19.0,Professional Degree,39.5
50719,15.0,Bachelor Degree or Equivalent,29.5
9207,2.0,Bachelor Degree or Equivalent,21.0
81787,35.0,Associate Degree or Short-cycle Tertiary Education,59.5
74351,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
36410,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
7435,2.0,Bachelor Degree or Equivalent,29.5
60619,3.0,Master Degree or Equivalent,29.5
600000,13.0,Bachelor Degree or Equivalent,29.5
61684,6.0,Associate Degree or Short-cycle Tertiary Education,21.0
80000,8.0,Bachelor Degree or Equivalent,39.5
65187,2.0,Master Degree or Equivalent,29.5
150000,32.0,Master Degree or Equivalent,49.5
41057,4.0,Master Degree or Equivalent,29.5
70144,26.0,Associate Degree or Short-cycle Tertiary Education,39.5
91026,21.0,Secondary Education,39.5
8044,1.0,Associate Degree or Short-cycle Tertiary Education,21.0
26374,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
139500,6.0,Master Degree or Equivalent,29.5
150000,22.0,Bachelor Degree or Equivalent,39.5
280,9.0,Bachelor Degree or Equivalent,29.5
214179,30.0,Master Degree or Equivalent,59.5
103110.08171765343,4.0,,18.0
25000,20.0,Bachelor Degree or Equivalent,39.5
78813,3.0,Master Degree or Equivalent,29.5
280000,19.0,Bachelor Degree or Equivalent,39.5
70200,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
10914,5.0,Bachelor Degree or Equivalent,29.5
280000,8.0,Bachelor Degree or Equivalent,29.5
59554,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
36518,17.0,Master Degree or Equivalent,49.5
185000,7.0,Master Degree or Equivalent,39.5
69608,25.0,Professional Degree,59.5
103110.08171765343,34.0,Master Degree or Equivalent,39.5
103000,8.0,Bachelor Degree or Equivalent,29.5
35485,13.0,Master Degree or Equivalent,39.5
144397,14.0,Bachelor Degree or Equivalent,29.5
77104,2.0,Bachelor Degree or Equivalent,39.5
150000,43.0,Bachelor Degree or Equivalent,59.5
10776,1.0,Bachelor Degree or Equivalent,21.0
126397,10.0,Bachelor Degree or Equivalent,29.5
78069,3.0,Bachelor Degree or Equivalent,21.0
223054,10.0,Master Degree or Equivalent,39.5
34489,3.0,Bachelor Degree or Equivalent,29.5
600000,26.0,Bachelor Degree or Equivalent,49.5
9738,1.0,Master Degree or Equivalent,29.5
120000,41.0,Bachelor Degree or Equivalent,59.5
14201,4.0,Bachelor Degree or Equivalent,29.5
85672,27.0,Associate Degree or Short-cycle Tertiary Education,49.5
94490,10.0,Master Degree or Equivalent,39.5
7277,8.0,Master Degree or Equivalent,29.5
46905,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
230000,30.0,Master Degree or Equivalent,49.5
250000,17.0,Secondary Education,39.5
103110.08171765343,10.0,Secondary Education,21.0
35340,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,13.0,Professional Degree,49.5
40000,0.0,Master Degree or Equivalent,21.0
45,15.0,Bachelor Degree or Equivalent,39.5
1,4.0,Bachelor Degree or Equivalent,39.5
68699,8.0,Master Degree or Equivalent,39.5
14607,3.0,Bachelor Degree or Equivalent,21.0
53545,8.0,,29.5
95000,14.0,Master Degree or Equivalent,49.5
33205,2.0,Bachelor Degree or Equivalent,39.5
21749,3.0,Bachelor Degree or Equivalent,29.5
205000,9.0,Bachelor Degree or Equivalent,29.5
47000,2.0,Associate Degree or Short-cycle Tertiary Education,29.5
43067,9.0,Master Degree or Equivalent,29.5
27843,2.0,Master Degree or Equivalent,21.0
55409,11.0,Master Degree or Equivalent,29.5
47402,4.0,Bachelor Degree or Equivalent,29.5
8116,4.0,Bachelor Degree or Equivalent,29.5
100000,2.0,Professional Degree,29.5
21951,4.0,Professional Degree,29.5
48000,8.0,Associate Degree or Short-cycle Tertiary Education,39.5
47852,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
19000,30.0,Bachelor Degree or Equivalent,49.5
31531,1.0,Master Degree or Equivalent,29.5
96381,26.0,Professional Degree,49.5
92097,21.0,Master Degree or Equivalent,49.5
37176,2.0,Bachelor Degree or Equivalent,21.0
152420,26.0,Associate Degree or Short-cycle Tertiary Education,49.5
88884,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
52474,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
51802,6.0,Bachelor Degree or Equivalent,29.5
69147,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
124138,14.0,Master Degree or Equivalent,39.5
105000,12.0,Bachelor Degree or Equivalent,39.5
112377,10.0,Bachelor Degree or Equivalent,39.5
66916,14.0,Bachelor Degree or Equivalent,39.5
145000,21.0,Bachelor Degree or Equivalent,39.5
44978,20.0,Master Degree or Equivalent,49.5
147004,19.0,Bachelor Degree or Equivalent,39.5
220000,22.0,Associate Degree or Short-cycle Tertiary Education,39.5
80000,2.0,Associate Degree or Short-cycle Tertiary Education,39.5
2637,5.0,Bachelor Degree or Equivalent,39.5
8521,0.0,Bachelor Degree or Equivalent,29.5
214000,9.0,Bachelor Degree or Equivalent,29.5
6058,2.0,Associate Degree or Short-cycle Tertiary Education,39.5
62195,7.0,Master Degree or Equivalent,29.5
130000,5.0,Secondary Education,29.5
121726,13.0,Associate Degree or Short-cycle Tertiary Education,39.5
94881,11.0,Professional Degree,39.5
67000,6.0,Professional Degree,39.5
220433,21.0,Master Degree or Equivalent,39.5
100000,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
70679,11.0,Bachelor Degree or Equivalent,29.5
26276,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
82000,8.0,Secondary Education,21.0
8521,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
190000,5.0,Bachelor Degree or Equivalent,39.5
44308,25.0,Bachelor Degree or Equivalent,59.5
96657,10.0,Associate Degree or Short-cycle Tertiary Education,39.5
139216,34.0,Master Degree or Equivalent,59.5
111527,22.0,Secondary Education,39.5
115657,15.0,Master Degree or Equivalent,29.5
43506,8.0,Master Degree or Equivalent,39.5
3347,0.0,Bachelor Degree or Equivalent,21.0
131586,23.0,Bachelor Degree or Equivalent,39.5
83958,23.0,,39.5
91000,3.0,Associate Degree or Short-cycle Tertiary Education,29.5
95000,10.0,Master Degree or Equivalent,39.5
92000,6.0,Master Degree or Equivalent,29.5
132260,10.0,Master Degree or Equivalent,29.5
59970,38.0,Master Degree or Equivalent,59.5
44633,19.0,Associate Degree or Short-cycle Tertiary Education,49.5
94691,9.0,Master Degree or Equivalent,39.5
150000,18.0,Associate Degree or Short-cycle Tertiary Education,49.5
198,8.0,Bachelor Degree or Equivalent,29.5
119631,11.0,Bachelor Degree or Equivalent,29.5
165000,16.0,Primary Education,29.5
500,3.0,Associate Degree or Short-cycle Tertiary Education,21.0
3213,5.0,Secondary Education,29.5
108800,15.0,Master Degree or Equivalent,39.5
135000,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
27500,5.0,Bachelor Degree or Equivalent,29.5
98266,15.0,Master Degree or Equivalent,29.5
